label,support,thr,precision,recall,f1
anger,906,0.5,0.7303664921465969,0.808695652173913,0.7675378266850069
brain_dysfunction,906,0.652999997138977,0.5741935483870968,0.52046783625731,0.5460122699386503
emptiness,906,0.6710000038146973,0.7848837209302325,0.7917888563049853,0.7883211678832117
hopelessness,906,0.5720000267028809,0.8614916286149162,0.8927444794952681,0.876839659178931
loneliness,906,0.5,0.7922912205567452,0.8809523809523809,0.8342728297632468
sadness,906,0.5,0.8703208556149733,0.9340028694404591,0.9010380622837371
suicide_intent,906,0.6171185970306396,0.7831325301204819,0.8405172413793104,0.8108108108108109
worthlessness,906,0.5720000267028809,0.7631027253668763,0.8387096774193549,0.7991218441273326
